tiempo,VELOCIDAD,ACELERACION
1101,8.83881,0.25105525
1102,9.089994,0.18478525
1103,9.175953,0.056834333
1104,9.194998,-0.091491667
1105,8.99683,-0.269500333
1106,8.75491,-0.007720833
1107,8.889253,-0.151285417
1108,8.427032,-0.411520333
1109,8.189231,-0.1587055
1110,8.092978,0.003602583
1111,8.121287,-0.1152122
1112,7.840249,-0.297209125
1113,7.5499454,-0.3642517
1114,7.0887547,-0.5468921
1115,6.480353,-0.67269925
1116,5.846215,-0.363608367
1117,5.6820188,-0.333110967
1118,5.0653815,-0.748749425
1119,4.2310166,-0.933620425
1120,3.2231905,-1.067748258
1121,2.1479359,-1.135005358
1122,1.213715,-0.137044875
1123,1.7752769,0.398437933
1124,1.886457,0.471099575
1125,2.7486167,0.819566342
1126,3.3472385,0.394320117
1127,3.6267328,0.403413608
1128,4.1795444,0.490658775
1129,4.5661006,0.383725483
1130,4.9742756,0.431852033
1131,5.3798766,0.2672696
1132,5.507528,0.099041267
1133,5.6248846,0.1450659
1134,5.7458444,-0.058635683
1135,5.545617,-0.076564975
1136,5.5770154,-0.1565184
1137,5.1930323,-0.4322382
1138,4.8033876,-0.3091335
1139,4.543453,-0.311278008
1140,4.089983,-0.68479505
1141,3.2211316,-0.888410675
1142,2.442357,-0.615436108
1143,2.0233731,-0.280866817
1144,1.8931483,0.070087933
1145,2.1978638,0.64194435
1146,2.9972274,0.517338842
1147,3.1526737,0.061380683
1148,3.3235614,0.477662217
1149,4.0719676,0.720696958
1150,4.619632,0.389944717
1151,4.872875,0.175091383
1152,5.051484,0.287086558
1153,5.425687,0.301627033
1154,5.5970893,0.0835565
1155,5.618193,-0.01767195
1156,5.588854,0.012439108
1157,5.571868,-0.263323417
1158,5.07722,-0.476975642
1159,4.685002,-0.426661967
1160,4.2176337,-0.4623065
1161,3.8151212,-0.239688883
1162,3.6658516,-0.316811517
1163,3.1470118,-0.503441158
1164,2.6744967,-0.667852133
1165,1.9255759,-0.376776675
1166,1.90859,-0.2035727
1167,1.5410783,0.046367867
1168,2.0413883,0.488600183
1169,2.4315479,0.60411225
1170,3.1691446,0.467582192
1171,3.3137817,0.111952108
1172,3.4882724,0.096510417
1173,3.641145,0.5916301
1174,4.629926,0.958627317
1175,5.3474493,0.515365967
1176,5.635179,0.036587983
1177,5.4987774,-0.145494892
1178,5.401495,-0.147767992
1179,5.223916,-0.09655325
1180,5.2095037,-0.059707967
1181,5.121486,0.025092683
1182,5.2985506,0.315910917
1183,5.635179,0.109378442
1184,5.5281167,-0.020803333
1185,5.6454735,0.060951808
1186,5.6305466,0.027880767
1187,5.7231965,0.089775892
1188,5.8153315,0.181825633
1189,6.046442,0.151628458
1190,6.034603,-0.258433292
1191,5.657827,-0.102043333
1192,5.807611,-0.074935292
1193,5.455026,-0.29141875
1194,5.3114185,-0.131125167
1195,5.185312,-0.031741217
1196,5.223401,-0.022862433
1197,5.1317806,-0.0558045
1198,5.1575165,0.123962433
1199,5.32789,0.10208655
1200,5.304727,-0.138589208
1201,5.084426,-0.188517
1202,4.872875,-0.442275233
1203,4.135278,-0.975956067
1204,3.0188458,-1.128571217
1205,1.9636652,-0.972739233
1206,1.0428272,-1.05753965
1207,0,-0.531579367
1208,0,0.086902267
1209,0,0
1210,0,-0.1641106
1211,0,1.11137105
1212,1.9693272,1.3984145
1213,2.418165,0.198511142
1214,2.564346,-0.090633975
1215,2.3780167,0.046410792
1216,2.7357485,0.4601187
1217,3.2324555,0.559503175
1218,3.878432,0.800993558
1219,4.8054466,1.010142242
1220,5.7077546,0.4680112
1221,5.7453294,-0.031698242
1222,5.78136,0.014755442
1223,5.7746687,0.0037318
1224,5.7654037,-0.086859508
1225,5.5728974,-0.301326967
1226,5.2095037,-0.310334508
1227,4.9433923,-0.362106925
1228,4.453377,-0.560789942
1229,3.8691669,-0.577861633
1230,3.3451798,-0.475774942
1231,3.0121543,-0.022476292
1232,3.3065755,0.416925067
1233,3.830048,0.87678645
1234,4.8852286,0.68633905
1235,5.1199417,0.224032908
1236,5.3896565,0.061681167
1237,5.1770763,-0.457330758
1238,4.6021314,-0.481308475
1239,4.30771,-0.140519142
1240,4.2104278,-0.265639383
1241,3.7296772,-0.616594408
1242,3.1655416,-0.203358183
1243,3.3477533,0.314752733
1244,3.5953348,0.032684875
1245,3.39099,-0.259248458
1246,3.1192167,-0.389172892
1247,2.64979,-0.404142717
1248,2.3358095,-0.332253192
1249,1.973445,-0.321615633
1250,1.695495,-0.347008608
1251,1.3866616,0.02504985
1252,1.8056456,0.709973508
1253,2.5540516,0.430222042
1254,2.5149329,-0.437814133
1255,1.8982955,-0.405000675
1256,1.8133664,-0.049370433
1257,1.8015277,0.221587808
1258,2.3332357,0.878759617
1259,3.3981962,0.963517267
1260,4.041599,0.136444192
1261,3.9062269,0.355544267
1262,4.760151,0.548221817
1263,4.880081,0.185686325
1264,5.25377,0.42550375
1265,5.626943,0.173546833
1266,5.629002,0.06760025
1267,5.799375,0.127350958
1268,5.822023,-0.088489308
1269,5.6428995,-0.2408042
1270,5.4390697,0.003817542
1271,5.625399,0.131854783
1272,5.6362085,0.00780675
1273,5.6377525,-0.08089745
1274,5.4442167,-0.308490267
1275,5.060234,-0.378535292
1276,4.7179437,-0.34645065
1277,4.369992,-0.303514325
1278,4.0796885,-0.42284445
1279,3.5963643,-0.30943395
1280,3.6030555,0.405901192
1281,4.2701354,0.544790583
1282,4.599043,0.356402392
1283,5.0267773,0.44819445
1284,5.379362,-0.006133925
1285,5.134354,0.039847933
1286,5.5332637,0.3966793
1287,5.7798157,0.113153117
1288,5.782904,-0.038175242
1289,5.773639,0.092778558
1290,5.941953,0.098269142
1291,5.938865,-0.015527217
1292,5.9254823,-0.065927183
1293,5.8282,-0.061766692
1294,5.8477592,0.1261925
1295,6.0582805,0.224118767
1296,6.2518163,0.167842333
1297,6.3712316,0.031826875
1298,6.33726,0.0048898
1299,6.3599076,-0.134728533
1300,6.1025467,-0.117227783
1301,6.1102676,-0.165526267
1302,5.7468734,-0.348895942
1303,5.5008364,-0.183970117
1304,5.4138484,0.121860517
1305,5.653709,0.0642546
1306,5.507528,-0.087803133
1307,5.479218,-0.217341667
1308,5.071558,-0.387456833
1309,4.774049,-0.251012858
1310,4.515658,-0.368970433
1311,4.0441723,-0.468268558
1312,3.6601896,-0.235999975
1313,3.5495245,-0.1112657
1314,3.3904753,-0.144894417
1315,3.2216463,-0.299482525
1316,2.775897,-0.551181617
1317,2.2266884,-0.437042033
1318,2.0449915,0.188345417
1319,2.6189067,0.881504683
1320,3.6534984,1.025755508
1321,4.5166874,0.582193792
1322,4.918171,0.622427975
1323,5.749962,0.629247642
1324,6.0505595,0.079481717
1325,6.0248237,0.0424648
1326,6.163284,0.084886258
1327,6.1421804,-0.120788083
1328,5.970778,-0.110193383
1329,5.9342327,-0.052373167
1330,5.822023,-0.194736658
1331,5.5806184,-0.200098108
1332,5.4787035,0.0418641
1333,5.588854,-0.039076117
1334,5.3855386,-0.175520275
1335,5.3042126,-0.0309262
1336,5.3078156,0.027194583
1337,5.3381844,0.000600442
1338,5.330978,0.097711367
1339,5.4823065,0.013597242
1340,5.288256,-0.373817183
1341,4.8332415,-0.379007217
1342,4.6242642,-0.045509867
1343,4.7184587,0.176935933
1344,4.916112,0.168914708
1345,5.0447927,0.172732358
1346,5.2079597,0.003559867
1347,4.980452,-0.45377055
1348,4.358668,-0.721168458
1349,3.6957057,-0.4215577
1350,3.5840108,0.083299208
1351,3.8418868,0.518797283
1352,4.5285263,0.699893317
1353,5.0262623,0.0315695
1354,4.660295,-0.3033427
1355,4.5172024,-0.275033225
1356,4.0961595,-0.344906858
1357,3.813577,-0.436827658
1358,3.1701741,-0.731291642
1359,2.3512511,-1.141825375
1360,1.173052,-0.277649758
1361,1.5385047,-0.586097075
